"cursor","count","results__kind","results__description","results__avatar_url","results__subscribers","results__updated_at","results__repo","results__version","results__stars","results__owner","results__forks","results__dependency_count"
"","","element","A webcomponent to scan a QR Code","https://avatars3.githubusercontent.com/u/726476?v=3","2","2017-06-28T13:42:23Z","granite-qrcode-scanner","1.5.1","7","LostInBrittany","1","3"
"","","element","A webcomponent to render a QR Code","https://avatars3.githubusercontent.com/u/726476?v=3","2","2017-06-19T16:11:32Z","granite-qrcode-generator","1.1.2","8","LostInBrittany","3","2"
"","","element","A vanilla-JS dependency free ripple effect web component","https://avatars1.githubusercontent.com/u/22820481?v=3","0","2017-06-07T17:58:50Z","ink-ripple","0.1.0","0","alex-saunders","0","0"
"","","element","The Polymer 2 element for customized buttons. Part of Vaadin Core Elements bundle.","https://avatars1.githubusercontent.com/u/1171922?v=3","11","2017-07-01T12:42:12Z","vaadin-button","v1.0.0-beta3","3","vaadin","5","3"
"","","element","A button group with `paper-button` style. It also implement the `iron-multi-selectable` behavior which permit to select a choice bu taping on a button.","https://avatars3.githubusercontent.com/u/1380523?v=3","1","2016-11-17T02:01:08Z","paper-buttons-group","2.0.0","3","NeilujD","0","7"
"","","element","`paper-avatar` is a simple avatar using the `paper-fab` style.","https://avatars3.githubusercontent.com/u/1380523?v=3","1","2017-01-19T15:35:38Z","paper-avatar","2.0.1","4","NeilujD","0","8"
"","","element","a pagination with polymer","https://avatars3.githubusercontent.com/u/22440923?v=3","3","2017-03-19T08:55:09Z","tk-pagination","v0.5.3","0","cloudgz","0","1"
"","","element","Adds robot logs to the website","https://avatars1.githubusercontent.com/u/9121583?v=3","3","2017-05-08T19:49:55Z","ros-log","v0.1.1","0","hcrlab","0","3"
"","","element","A swipeable, actionable, and themable paper-toast.","https://avatars2.githubusercontent.com/u/826613?v=3","1","2017-06-01T22:32:26Z","app-toast","0.2.3","4","jifalops","3","7"
"","","element","A Material Design progress","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-05-20T23:57:50Z","paper-progress","v2.0.1","23","PolymerElements","29","4"
"","","element","null","https://avatars2.githubusercontent.com/u/20133689?v=3","1","2017-06-23T19:28:20Z","import-lodash","1.0.1","2","IngressoRapidoWebComponents","0","2"
"","","element","A lightweight element to read a file from the filesystem","https://avatars3.githubusercontent.com/u/726476?v=3","1","2017-06-22T13:39:16Z","granite-file-reader","1.2.1","5","LostInBrittany","7","2"
"","","element","Lazy-load content and lazy-register pages to reduce the first load time","https://avatars0.githubusercontent.com/u/5948271?v=3","6","2017-06-30T23:39:06Z","iron-lazy-pages","v2.0.2","69","TimvdLippe","15","2"
"False:CvUDCrEBCo0BgP_-9wVf-Zb0nf_xjIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2Nhp6RnYqNkYzNzNCPno-ajdKImp6Ll5qN_wBzf42GnpGdio2RjM3M0I-ej5qN0oianouXmo3_AP_-EIQCIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1003","element","Element wrapper for the marked library","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-17T12:00:49Z","marked-element","v2.1.1","57","PolymerElements","22","2"
"","","element","Polymer Web Components for Firebase","https://avatars1.githubusercontent.com/u/1335026?v=3","84","2017-07-04T18:33:43Z","polymerfire","v2.1.0","362","firebase","106","3"
"","","element","Build modern apps using web components","https://avatars0.githubusercontent.com/u/2159051?v=3","1077","2017-07-05T09:02:02Z","polymer","v2.0.1","17899","Polymer","1791","2"
"","","element","Get as many FPS as you need and amazing effects by rendering HTML/CSS in WebGL","https://avatars1.githubusercontent.com/u/810671?v=3","138","2017-07-04T09:13:53Z","HTML-GL","0.3.1","2878","PixelsCommander","111","5"
"","","element","vaadin-grid is a free, high quality data grid / data table element, built using Polymer","https://avatars1.githubusercontent.com/u/1171922?v=3","36","2017-07-03T19:10:42Z","vaadin-grid","v2.0.3","263","vaadin","103","5"
"","","element","null","https://avatars2.githubusercontent.com/u/17202389?v=3","2","2017-06-10T06:58:55Z","app-flickity","v0.0.2","1","ryanburns23","1","2"
"","","element","Google Maps web components ","https://avatars2.githubusercontent.com/u/7328930?v=3","54","2017-06-25T10:01:22Z","google-map","1.2.0","314","GoogleWebComponents","207","4"
"","","element","A material design implementation of a data table.","https://avatars0.githubusercontent.com/u/46602?v=3","26","2017-07-04T12:42:59Z","paper-datatable","0.9.8","195","David-Mulder","95","9"
"","","element","Create powerful web components with data-binding and more great stuff","https://avatars3.githubusercontent.com/u/1084459?v=3","13","2017-06-30T13:24:35Z","slim.js","v2.9.9","280","eavichay","16","0"
"","","element","vaadin-combo-box is a free Web Component for displaying a list of items with filtering. Built using Polymer","https://avatars1.githubusercontent.com/u/1171922?v=3","23","2017-06-27T08:12:45Z","vaadin-combo-box","v1.3.3","85","vaadin","62","16"
"","","element","null","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-06-20T04:49:02Z","paper-listbox","v2.0.0","11","PolymerElements","10","4"
"","","element","Manages a list of elements that can be selected","https://avatars2.githubusercontent.com/u/11639138?v=3","28","2017-05-17T09:26:49Z","iron-selector","v2.0.0","23","PolymerElements","44","1"
"","","element","Library of UI web components","https://avatars2.githubusercontent.com/u/460607?v=3","49","2017-06-28T06:12:42Z","nuxeo-ui-elements","v1.0.0","3","nuxeo","4","17"
"","","element","A custom audio player with paper material style","https://avatars1.githubusercontent.com/u/6679057?v=3","12","2017-06-16T11:54:20Z","paper-audio-player","1.1.1","144","gorork","48","6"
"","","element","The easy way to integrate mathematical expressions handwriting recognition in your web app.","https://avatars3.githubusercontent.com/u/3269481?v=3","14","2017-07-02T17:10:56Z","myscript-math-web","v1.2.3","73","MyScript","19","3"
"","","element","Polymer Element wrapper for highcharts library. Seamlessly create various types of charts from one element.","https://avatars2.githubusercontent.com/u/5303018?v=3","5","2017-06-23T04:33:50Z","highcharts-chart","v2.0.1","83","avdaredevil","19","3"
"","","element","Visualization library for integrate Polymer with D3 and add SVG support.","https://avatars2.githubusercontent.com/u/4078632?v=3","1","2017-03-04T09:12:49Z","plutonium-visualization","v0.3.9","0","lordoftheflies","0","3"
"","","element","Polymer element to manage a group of paper-inputs","https://avatars2.githubusercontent.com/u/17202389?v=3","1","2017-05-12T19:25:04Z","paper-input-group","v1.0.1","3","ryanburns23","0","5"
"","","element","☀️🌧  Material design weather element inspired by google weather","https://avatars2.githubusercontent.com/u/17202389?v=3","1","2017-06-10T23:27:52Z","paper-weather","v2.0.1","11","ryanburns23","3","6"
"False:CvUDCrEBCo0BgP_-9wVfqfv0ff_ujIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2Jnp6blpHQiZ6em5aR0puei5rSj5aclJqN_wBzf4menpuWkdCJnp6blpHSm56LmtKPlpyUmo3_AP_-EJgCIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1003","element","Polymer 1.4 element that simulates typing.","https://avatars2.githubusercontent.com/u/821866?v=3","1","2017-06-02T02:55:45Z","typed-text","v1.1.1","10","sespiros","3","1"
"","","element","`salte-rating` allows you to display ratings with extreme precision","https://avatars2.githubusercontent.com/u/13248138?v=3","2","2017-04-09T23:23:42Z","salte-rating","1.0.8","3","salte-io","1","3"
"","","element","The easy way to integrate text handwriting recognition in your web app.","https://avatars3.githubusercontent.com/u/3269481?v=3","11","2017-06-20T07:19:45Z","myscript-text-web","v1.2.3","66","MyScript","11","2"
"","","element","Polymer element to show the weather underground 3 day forecast for a location.","https://avatars0.githubusercontent.com/u/2851384?v=3","1","2017-02-06T19:02:02Z","wunderground-forecast","v2.0.0","4","wintersandroid","1","3"
"","","element","A Material Design checkbox","https://avatars2.githubusercontent.com/u/11639138?v=3","25","2017-07-03T10:00:43Z","paper-checkbox","v2.0.0","44","PolymerElements","47","6"
"","","element","Web component: dynamic-side-nav","https://avatars1.githubusercontent.com/u/2486447?v=3","1","2017-05-29T19:11:51Z","dynamic-side-nav","v1.0.0-beta","0","MCKreukniet","0","1"
"","","element","A polymer fullscreen paper dialog, with both save and cancel buttons","https://avatars1.githubusercontent.com/u/17106679?v=3","1","2017-06-04T01:22:40Z","paper-fullscreen-dialog","v1.0.1","1","egkoppel","0","6"
"","","element","A custom element that provides a draggable slider for touch devices.","https://avatars3.githubusercontent.com/u/22559688?v=3","1","2017-03-20T19:25:08Z","touch-slider","0.2.2","3","sharedlabs","0","3"
"","","element","Material Style Table for Polymer 2.0","https://avatars0.githubusercontent.com/u/2851384?v=3","1","2017-06-04T07:09:14Z","simple-material-table","v2.0.0","16","wintersandroid","1","11"
"","","element","Core visual component for https://github.com/SchemerApp/schemer-desktop","https://avatars0.githubusercontent.com/u/27039542?v=3","1","2017-05-18T15:45:21Z","schema-diagram","v0.2.1","1","SchemerApp","0","3"
"","","element","A wind direction indicator in polymer.","https://avatars0.githubusercontent.com/u/2851384?v=3","1","2016-03-13T23:55:04Z","wind-direction-indicator","v2.0.0","0","wintersandroid","0","1"
"","","element","A Polymer element providing a simple slider functionality","https://avatars0.githubusercontent.com/u/220900?v=3","3","2017-06-05T18:41:21Z","polymer-simple-slider","v1.1.0","23","ruyadorno","12","2"
"","","element","Behaviors that manage control states like 'focused', 'disabled', and 'active'","https://avatars2.githubusercontent.com/u/11639138?v=3","20","2017-05-13T05:47:25Z","iron-behaviors","v2.0.0","8","PolymerElements","12","2"
"","","element","Style mixins for cross-platform flex-box layouts","https://avatars2.githubusercontent.com/u/11639138?v=3","23","2017-06-26T13:02:41Z","iron-flex-layout","v2.0.0","67","PolymerElements","59","1"
"","","element","App layout elements","https://avatars2.githubusercontent.com/u/11639138?v=3","74","2017-07-02T08:41:24Z","app-layout","v2.0.0","392","PolymerElements","251","5"
"","","element","A customised built-in <map> element https://maps4html.github.io/Web-Map-Custom-Element/","https://avatars1.githubusercontent.com/u/13320751?v=3","5","2017-05-28T23:46:55Z","Web-Map-Custom-Element","0.1.4","14","Maps4HTML","4","2"
"","","element","Polymer 2 element that wraps the web share api","https://avatars0.githubusercontent.com/u/8823093?v=3","1","2017-05-12T23:05:31Z","web-share","v0.5.0","7","jgw96","2","1"
"","","element","Web Component to display glTF models","https://avatars1.githubusercontent.com/u/370246?v=3","1","2017-07-05T01:36:54Z","gltf-viewer","1.4.1","6","AVGP","1","1"
"","","element","vaadin-date-picker is a free Web Component providing a date selection field with scrollable month calendar. Built using Polymer","https://avatars1.githubusercontent.com/u/1171922?v=3","22","2017-06-28T18:10:03Z","vaadin-date-picker","v1.2.3","89","vaadin","31","16"
"False:CocECsMBCp8BgP_-9wVfpS30q__2jIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2PkJOGkpqNmpOakpqRi4zQj56Pmo3SjZ6blpDSnYqLi5CR_wBzf4-Qk4aSmo2ak5qSmpGLjNCPno-ajdKNnpuWkNKdiouLkJH_AP_-EKwCIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1004","element","A Material Design piece of paper with unique related data","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-30T17:18:49Z","paper-card","v2.0.0","65","PolymerElements","55","4"
"","","element","A Client Side Includes tag","https://avatars2.githubusercontent.com/u/9919?v=3","19","2017-06-07T15:26:23Z","include-fragment-element","v3.0.0","57","github","8","0"
"","","element","null","https://avatars1.githubusercontent.com/u/24378?v=3","1","2017-04-30T23:44:23Z","grain-read-more","v0.8.1","1","daKmoR","0","3"
"","","element","Push Notifications with Polymer","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-09T19:55:38Z","platinum-push-messaging","v1.0.5","22","PolymerElements","8","2"
"","","element","An element that allows composing a trigger and content as a dropdown menu.","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-28T09:59:36Z","paper-menu-button","v2.0.0","19","PolymerElements","41","7"
"","","element","A Material Design panel with top and bottom panes","https://avatars2.githubusercontent.com/u/11639138?v=3","25","2017-05-30T09:36:24Z","paper-header-panel","v2.0.0","25","PolymerElements","29","2"
"","","element","A Material Design toolbar/appbar","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-25T14:39:28Z","paper-toolbar","v2.0.0","29","PolymerElements","34","3"
"","","element","Service Worker Polymer element","https://avatars2.githubusercontent.com/u/11639138?v=3","25","2017-06-27T09:46:41Z","platinum-sw","v1.3.0","56","PolymerElements","16","2"
"","","element","A Material Design menu","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-28T21:00:43Z","paper-menu","v1.3.0","27","PolymerElements","44","6"
"","","element","Material Design tabs","https://avatars2.githubusercontent.com/u/11639138?v=3","26","2017-06-20T22:29:05Z","paper-tabs","v2.0.0","37","PolymerElements","42","10"
"","","element","Material Design circular activity indicator","https://avatars2.githubusercontent.com/u/11639138?v=3","23","2017-07-01T18:15:27Z","paper-spinner","v2.0.0","25","PolymerElements","13","2"
"","","element","A Material Design popup toast","https://avatars2.githubusercontent.com/u/11639138?v=3","25","2017-06-16T17:35:22Z","paper-toast","v2.0.0","27","PolymerElements","23","4"
"","","element","Force a redirect to HTTPS when not on a local web server.","https://avatars2.githubusercontent.com/u/11639138?v=3","23","2017-05-13T06:33:45Z","platinum-https-redirect","v1.0.2","6","PolymerElements","7","1"
"","","element","A set of Polymer elements to discover and communicate with nearby Bluetooth devices","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-06-22T05:01:55Z","platinum-bluetooth","v2.1.2","18","PolymerElements","7","2"
"","","element","A color picker with all the Material Design colours","https://avatars2.githubusercontent.com/u/11639138?v=3","23","2017-06-29T16:56:24Z","paper-swatch-picker","v2.0.0","28","PolymerElements","21","7"
"","","element","null","https://avatars2.githubusercontent.com/u/11639138?v=3","20","2017-06-11T02:30:02Z","test-fixture","v2.0.1","15","PolymerElements","5","0"
"","","element","A Material Design toggle button","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-13T05:30:21Z","paper-toggle-button","v2.0.0","15","PolymerElements","22","4"
"","","element","A Material Design tooltip","https://avatars2.githubusercontent.com/u/11639138?v=3","25","2017-05-13T04:22:31Z","paper-tooltip","v2.0.0","21","PolymerElements","31","4"
"","","element","A Material Design container that looks like a lifted piece of paper","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-05-13T05:58:54Z","paper-material","v2.0.0","19","PolymerElements","10","2"
"","","element","A Material Design radio button","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-06-20T16:37:13Z","paper-radio-button","v2.0.0","12","PolymerElements","20","5"
"False:CpUECtEBCq0BgP_-9wVfpSv0ef_zjIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2PkJOGkpqNmpOakpqRi4zQlo2QkdKJnpOWm56Lnp2TmtKdmpeeiZaQjf8Ac3-PkJOGkpqNmpOakpqRi4zQlo2QkdKJnpOWm56Lnp2TmtKdmpeeiZaQjf8A__4QwAIhBN0EkB08GxlQAFoLCepJaj5plaEQEAJg86O7wAESDURvY3VtZW50SW5kZXga-QEoQU5EIChJUyAiY3VzdG9tZXJfbmFtZSIgImFwcGVuZ2luZSIpIChJUyAiZ3JvdXBfbmFtZSIgInN-Y3VzdG9tLWVsZW1lbnRzIikgKElTICJuYW1lc3BhY2UiICIiKSAoSVMgImluZGV4X25hbWUiICJyZXBvIikgKEFORCAoT1IgKFFUICJlbGVtZW50IiAicnRleHRfa2luZCIpIChJUyAicmF0b21fa2luZCIgImVsZW1lbnQiKSkgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpKSk6GQoMKE4gb3JkZXJfaWQpEAEZAAAAAAAA8P9KGQgBOhJidGlfZ2VuZXJpY19zY29yZXJA6Ac","1004","element","Shared styles for Material Design elements","https://avatars2.githubusercontent.com/u/11639138?v=3","41","2017-06-28T16:43:44Z","paper-styles","v2.0.0","91","PolymerElements","70","3"
"","","element","Adds a Material Design ripple effect to UI elements","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-07-05T00:19:09Z","paper-ripple","v2.0.0","38","PolymerElements","25","2"
"","","element","A group of Material Design radio buttons","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-13T05:16:56Z","paper-radio-group","v2.0.0","11","PolymerElements","22","4"
"","","element","Fancy scrolling effects where the header animates between tall and condensed states","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-05-13T05:31:11Z","paper-scroll-header-panel","v2.0.0","23","PolymerElements","34","2"
"","","element","A Material Design browser select element","https://avatars2.githubusercontent.com/u/11639138?v=3","28","2017-06-30T13:35:07Z","paper-dropdown-menu","v2.0.0","45","PolymerElements","81","11"
"","","element","A material design floating action button","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-28T14:03:27Z","paper-fab","v2.0.0","25","PolymerElements","16","5"
"","","element","A Material Design two-section responsive panel","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-05-13T05:37:29Z","paper-drawer-panel","v2.0.0","22","PolymerElements","40","4"
"","","element","A scrollable area used in a Material Design dialog","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-30T22:10:56Z","paper-dialog-scrollable","v2.1.0","10","PolymerElements","12","4"
"","","element","Material Design list items","https://avatars2.githubusercontent.com/u/11639138?v=3","23","2017-06-30T10:57:39Z","paper-item","v2.0.0","23","PolymerElements","29","4"
"","","element","A Material Design dialog","https://avatars2.githubusercontent.com/u/11639138?v=3","28","2017-05-20T23:01:45Z","paper-dialog","v2.0.0","32","PolymerElements","28","4"
"","","element","Common behaviors used across paper-* elements.","https://avatars2.githubusercontent.com/u/11639138?v=3","23","2017-06-08T11:17:28Z","paper-behaviors","v2.0.0","13","PolymerElements","23","4"
"","","element","A Material Design icon button","https://avatars2.githubusercontent.com/u/11639138?v=3","20","2017-07-03T02:37:04Z","paper-icon-button","v2.0.0","22","PolymerElements","28","4"
"","","element","Implements a custom input or form validator","https://avatars2.githubusercontent.com/u/11639138?v=3","18","2017-05-13T06:03:19Z","iron-validator-behavior","v2.0.0","7","PolymerElements","6","2"
"","","element","Loads jsonp libraries.","https://avatars2.githubusercontent.com/u/11639138?v=3","18","2017-05-13T04:44:19Z","iron-jsonp-library","v2.0.0","11","PolymerElements","8","1"
"","","element","A version of the <label> element that works with Custom Elements as well as native elements.","https://avatars2.githubusercontent.com/u/11639138?v=3","18","2017-05-13T05:52:52Z","iron-label","v2.0.0","6","PolymerElements","4","1"
"","","element","A Polymer element that manages binding to the page's URL.","https://avatars2.githubusercontent.com/u/11639138?v=3","25","2017-05-13T04:34:27Z","iron-location","v2.0.1","19","PolymerElements","27","1"
"","","element","A button à la Material Design","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-26T18:53:41Z","paper-button","v2.0.0","69","PolymerElements","60","4"
"","","element","Represents a source of icons expressed as a collection of inline SVGs","https://avatars2.githubusercontent.com/u/11639138?v=3","20","2017-06-29T06:47:53Z","iron-iconset-svg","v2.0.0","19","PolymerElements","23","2"
"","","element","An input with data binding","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-06-20T09:12:36Z","iron-input","v2.0.0","19","PolymerElements","33","3"
"","","element","Implements an element validated with Polymer.IronValidatorBehavior","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-13T06:02:14Z","iron-validatable-behavior","v2.0.0","5","PolymerElements","12","2"
"False:CvUDCrEBCo0BgP_-9wVfpSf0dP_2jIGcioyLkJLSmpOakpqRi4z_AHRtoKCZi4ygoP8AXZ6Pj5qRmJaRmv8Ac3RtlpGbmof_AF2Nmo-Q_wBzdG2bkJyglpv_AF2PkJOGkpqNmpOakpqRi4zQlo2QkdKelZ6H_wBzf4-Qk4aSmo2ak5qSmpGLjNCWjZCR0p6Vnof_AP_-ENQCIQTdBJAdPBsZUABaCwnqSWo-aZWhEBACYPOju8ABEg1Eb2N1bWVudEluZGV4GvkBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmN1c3RvbS1lbGVtZW50cyIpIChJUyAibmFtZXNwYWNlIiAiIikgKElTICJpbmRleF9uYW1lIiAicmVwbyIpIChBTkQgKE9SIChRVCAiZWxlbWVudCIgInJ0ZXh0X2tpbmQiKSAoSVMgInJhdG9tX2tpbmQiICJlbGVtZW50IikpIChPUiAoUVQgImVsZW1lbnQiICJydGV4dF9raW5kIikgKElTICJyYXRvbV9raW5kIiAiZWxlbWVudCIpKSkpOhkKDChOIG9yZGVyX2lkKRABGQAAAAAAAPD_ShkIAToSYnRpX2dlbmVyaWNfc2NvcmVyQOgH","1004","element","Material Design status descriptors for elements","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-29T13:19:28Z","paper-badge","v2.0.0","24","PolymerElements","21","5"
"","","element","A container that allows any of its nested children to be swiped away.","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-06-14T08:03:06Z","iron-swipeable-container","v1.0.3","15","PolymerElements","14","1"
"","","element","Utility classes to make testing easier","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-17T13:44:20Z","iron-test-helpers","v2.0.0","18","PolymerElements","15","1"
"","","element","Publish-subscribe functionality","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-13T06:18:48Z","iron-signals","v1.0.3","14","PolymerElements","9","1"
"","","element","Access to localStorage","https://avatars2.githubusercontent.com/u/11639138?v=3","20","2017-05-13T04:45:12Z","iron-localstorage","v2.0.0","9","PolymerElements","13","1"
"","","element","Managing a numeric value within a given range","https://avatars2.githubusercontent.com/u/11639138?v=3","19","2017-05-13T05:34:15Z","iron-range-behavior","v2.0.0","8","PolymerElements","8","1"
"","","element","Polymer element for triggering an event when nearing the beginning or end of a scrollable element","https://avatars2.githubusercontent.com/u/11639138?v=3","19","2017-06-02T18:22:45Z","iron-scroll-threshold","v2.0.0","16","PolymerElements","11","2"
"","","element","Simple content switcher","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-07-02T11:31:26Z","iron-pages","v2.0.0","28","PolymerElements","10","3"
"","","element","Element that displays a single icon","https://avatars2.githubusercontent.com/u/11639138?v=3","19","2017-06-22T17:06:13Z","iron-icon","v2.0.0","22","PolymerElements","38","3"
"","","element","Accessible menu behavior","https://avatars2.githubusercontent.com/u/11639138?v=3","19","2017-05-13T05:21:28Z","iron-menu-behavior","v2.0.0","9","PolymerElements","21","4"
"","","element","Makes an element an overlay with an optional backdrop","https://avatars2.githubusercontent.com/u/11639138?v=3","26","2017-05-21T21:21:41Z","iron-overlay-behavior","v2.0.0","21","PolymerElements","45","4"
"","","element","Image element with sizing and preloading options","https://avatars2.githubusercontent.com/u/11639138?v=3","24","2017-06-29T23:28:16Z","iron-image","v2.1.1","24","PolymerElements","37","1"
"","","element","Data binding for a CSS Media Query","https://avatars2.githubusercontent.com/u/11639138?v=3","20","2017-05-13T05:40:17Z","iron-media-query","v2.0.0","12","PolymerElements","4","1"
"","","element","Represents a source of icons expressed as a raster sprite sheet","https://avatars2.githubusercontent.com/u/11639138?v=3","18","2017-06-24T01:32:13Z","iron-iconset","v2.0.0","8","PolymerElements","5","2"
"","","element","Behavior that enables an element to be included in an iron-form","https://avatars2.githubusercontent.com/u/11639138?v=3","17","2017-05-13T04:39:46Z","iron-form-element-behavior","v2.0.0","4","PolymerElements","9","1"
"","","element","Polymer behavior that allows to define a scroller target","https://avatars2.githubusercontent.com/u/11639138?v=3","21","2017-05-19T09:02:41Z","iron-scroll-target-behavior","v2.0.0","7","PolymerElements","8","1"
"","","element","An element that helps with announcing text through screen readers.","https://avatars2.githubusercontent.com/u/11639138?v=3","17","2017-06-07T08:19:49Z","iron-a11y-announcer","v2.0.0","12","PolymerElements","12","1"
"","","element","Utility classes to make building demo pages easier","https://avatars2.githubusercontent.com/u/11639138?v=3","18","2017-06-27T23:27:54Z","iron-demo-helpers","v2.0.0","10","PolymerElements","22","6"
"","","element","Adds collapsible behavior to a target element","https://avatars2.githubusercontent.com/u/11639138?v=3","22","2017-05-21T21:17:50Z","iron-collapse","v2.0.0","20","PolymerElements","24","2"
"","","element","Easily make ajax requests","https://avatars2.githubusercontent.com/u/11639138?v=3","29","2017-06-24T17:47:53Z","iron-ajax","v2.0.2","84","PolymerElements","95","1"
